Name;Site ;Plot ;Date;Open_water;Bare_rock;Bare_soil;Species ;Genus;Abundance;distance_road;dist_t1;dist_t2;dist_t3;dist_t4;dist_t5;Altitude_point;Altitude_nearest_road;D altitude;Operation_start;Invasive;Com;Str;Rud;CSR;L;F;R;N;S;Classification;X_Coord;Y_Coord
Smøla;2;84;04.07.2024;0;0;0;Arctousostaphylos uva-ursi;Arctousostaphylos;11;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;11,34;88,66;0;S;7;5;2;2;0;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Bryocaulon divergens;Bryocaulon;1;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;;;;;;;;;;L;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Calluna vulgaris ;Calluna;8;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Cetraria islandica;Cetraria;11;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL ;;;;;;;;;;L;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Cladonia sp.;Cladonia;20;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL ;;;;;;;;;;L;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Dicranum sp. ;Dicranum;3;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL ;;;;;;;;;;B;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Empetrum nigrum;Empetrum;20;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;0;100;0;S;7;6;2;1;0;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Hylocomium splendens;Hylocomium;5;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;;;;;6;5;4;2;0;B;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;11;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;;;;;6;4;4;4;0;B;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Lotus corniculatus ;Lotus;1;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;14,21;18,98;66,81;R/SR;7;4;6;2;1;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;19;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;;;;;6;5;2;2;0;B;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;13;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;;;;;7;4;2;1;0;B;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Vaccinium myrtillus;Vaccinium;1;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;13,15;43,56;43,29;SR/CSR;6;6;2;2;0;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Vaccinium uliginosum ;Vaccinium;1;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;10,72;63,58;25,7;S/SR;7;6;2;2;0;V;447349,86;7030468,07
Smøla;2;84;04.07.2024;0;0;0;Vaccinium vitis-idaea;Vaccinium;11;118,72;165,31;367,9;384,26;544,04;609,45;26,62;29,9;-3,28;2005;NOL;3,36;96,64;0;S;6;5;2;2;0;V;447349,86;7030468,07
Smøla;2;85;03.07.2024;0;0;0;Andromeda polifolia;Andromeda;3;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;2,28;97,72;0;S;9;9;1;1;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Calluna vulgaris ;Calluna;17;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Carex panicea;Carex;6;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Cirriphyllum piliferum;Cirriphyllum;10;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL ;;;;;4;6;6;6;0;B;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Cladonia sp.;Cladonia;20;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL ;;;;;;;;;;L;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Erica tetralix;Erica;18;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;0;100;0;S;8;8;2;1;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Frullania tamarisci;Frullania;2;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;;;;;6;5;4;2;1;B;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Lysimachia europaea;Lysimachia;7;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;10,73;33,72;55,54;R/CSR;5;6;3;3;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Molinia caerulea;Molinia;10;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;15,69;65,27;19,04;S/SR;7;8;3;2;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Narthecium ossifragum;Narthecium;20;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;;;;;8;9;2;1;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Potentilla erecta ;Potentilla;11;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;19;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;;;;;7;4;2;1;0;B;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Succisa pratensis ;Succisa;5;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;NOL;35,52;33,42;31,06;CSR;7;7;5;2;0;V;444234,87;7030784,79
Smøla;2;85;03.07.2024;0;0;0;Tvebladmose;Tvebladmose;1;107,21;140,37;186,11;422,83;507,26;683,79;29,06;28,67;0,39;2005;;;;;;;;;;;B;444234,87;7030784,79
Smøla;2;86;03.07.2024;0;0;0;Calluna vulgaris ;Calluna;18;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Cladonia sp.;Cladonia;7;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL ;;;;;;;;;;L;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Drosera rotundifolia ;Drosera;3;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;3,66;0;96,34;R;8;9;2;1;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Empetrum nigrum;Empetrum;8;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;0;100;0;S;7;6;2;1;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Equisetum palustre;Equisetum;4;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;14,71;63,77;21,53;S/CSR;7;8;6;3;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Erica tetralix;Erica;6;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;0;100;0;S;8;8;2;1;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Eriophorum vaginatum;Eriophorum;19;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;9;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;;;;;6;4;4;4;0;B;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;9;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;;;;;6;5;2;2;0;B;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;14;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;;;;;7;4;2;1;0;B;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Sphagnum sp. ;Sphagnum;8;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;;;;;;;;;;B;445403,45;7032225,55
Smøla;2;86;03.07.2024;0;0;0;Trichophorum cespitosum;Trichophorum;2;78,12;87,69;254,01;418,51;527,64;655,26;14,23;17,19;-2,96;2005;NOL;1,19;98,81;0;S;8;8;2;1;0;V;445403,45;7032225,55
Smøla;2;87;04.07.2024;0;0;0;Andromeda polifolia;Andromeda;3;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;2,28;97,72;0;S;9;9;1;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Calluna vulgaris ;Calluna;20;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Cladonia sp.;Cladonia;18;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL ;;;;;;;;;;L;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Dicranum sp. ;Dicranum;2;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL ;;;;;;;;;;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Empetrum nigrum;Empetrum;20;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;0;100;0;S;7;6;2;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Erica tetralix;Erica;2;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;0;100;0;S;8;8;2;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Eriophorum angustifolium;Eriophorum;7;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;30,35;63,4;6,25;S/CS;8;9;4;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Eriophorum vaginatum;Eriophorum;20;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Hylocomium splendens;Hylocomium;16;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;6;5;4;2;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;17;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;6;4;4;4;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;15;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;6;5;2;2;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Ptilidium ciliare;Ptilidium;1;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;6;5;2;2;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;1;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;7;4;2;1;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Rhytidiadelphus loreus;Rhytidiadelphus;6;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;5;6;2;2;0;B;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Rubus chamaemorus;Rubus;10;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;36,86;44,01;19,13;CS/CSR;9;7;1;1;0;V;445959,75;7033050,29
Smøla;2;87;04.07.2024;0;0;0;Sphagnum sp. ;Sphagnum;1;57,45;252,68;502,92;808,17;808,5;826,66;8,43;10,95;-2,52;2005;NOL;;;;;;;;;;B;445959,75;7033050,29
Smøla;2;88;29.06.2024;0;0;0;Andromeda polifolia;Andromeda;14;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;2,28;97,72;0;S;9;9;1;1;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Avenella flexuosa;Avenella;7;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;1,66;68,15;30,18;S/SR;6;5;2;3;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Betula nana;Betula;12;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Calluna vulgaris ;Calluna;18;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Empetrum nigrum;Empetrum;18;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;0;100;0;S;7;6;2;1;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Eriophorum angustifolium;Eriophorum;5;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;30,35;63,4;6,25;S/CS;8;9;4;1;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Hylocomium splendens;Hylocomium;6;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;;;;;6;5;4;2;0;B;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Hypnum cupressiforme;Hypnum;14;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;;;;;6;4;4;4;0;B;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Lysimachia europaea;Lysimachia;3;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;10,73;33,72;55,54;R/CSR;5;6;3;3;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Molinia caerulea;Molinia;7;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;15,69;65,27;19,04;S/SR;7;8;3;2;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Potentilla erecta ;Potentilla;4;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Rhytidiadelphus loreus;Rhytidiadelphus;3;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;;;;;5;6;2;2;0;B;447397,77;7031736,96
Smøla;2;88;29.06.2024;0;0;0;Trichophorum cespitosum;Trichophorum;7;104,29;146,22;208,82;326,45;576,65;718,99;21,14;26,38;-5,24;2005;NOL;1,19;98,81;0;S;8;8;2;1;0;V;447397,77;7031736,96
Smøla;2;89;30.06.2024;0;0;0;Andromeda polifolia;Andromeda;10;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;2,28;97,72;0;S;9;9;1;1;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Arctous alpina ;Arctous;7;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;13,28;65,44;21,28;S/SR;7;6;2;2;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Betula nana;Betula;1;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Calluna vulgaris ;Calluna;19;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Cirriphyllum piliferum;Cirriphyllum;1;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL ;;;;;4;6;6;6;0;B;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Cladonia sp.;Cladonia;20;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL ;;;;;;;;;;L;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Dicranum sp. ;Dicranum;4;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL ;;;;;;;;;;B;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Empetrum nigrum;Empetrum;20;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;0;100;0;S;7;6;2;1;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Eriophorum vaginatum;Eriophorum;20;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Hypnum cupressiforme;Hypnum;18;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;;;;;6;4;4;4;0;B;446625,09;7029061,86
Smøla;2;89;30.06.2024;0;0;0;Pleurozium schreberi;Pleurozium;7;113,43;128,96;256,03;466,53;504,09;786,71;17,95;14,95;3;2005;NOL;;;;;6;5;2;2;0;B;446625,09;7029061,86
Smøla;2;90;04.07.2024;0;0;0;Betula nana;Betula;5;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Calluna vulgaris ;Calluna;20;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Carex lasiocarpa;Carex;3;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL ;23,26;72,51;4,23;S/CS;8;10;6;3;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Carex panicea;Carex;2;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Cladonia sp.;Cladonia;20;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL ;;;;;;;;;;L;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Eriophorum angustifolium;Eriophorum;1;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;30,35;63,4;6,25;S/CS;8;9;4;1;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;17;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;;;;;6;4;4;4;0;B;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Melampyrum pratense;Melampyrum;2;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;33,98;33,17;32,86;CSR;5;5;2;3;0;V;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;9;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;;;;;6;5;2;2;0;B;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Polytrichum sp. ;Polytrichum;7;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;;;;;;;;;;B;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;19;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;;;;;7;4;2;1;0;B;445814,04;7033354,67
Smøla;2;90;04.07.2024;0;0;0;Vaccinium vitis-idaea;Vaccinium;3;76,61;587,98;835,13;867,44;1031,87;1119,32;9,13;10,27;-1,14;2005;NOL;3,36;96,64;0;S;6;5;2;2;0;V;445814,04;7033354,67
Ytre_vikna;3;1;18.07.2024;0;0;0;Betula nana;Betula;7;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Betula pubescens;Betula ;2;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;;;;;7;7;4;4;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Cirriphyllum piliferum;Cirriphyllum;1;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL ;;;;;4;6;6;6;0;B;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Empetrum nigrum;Empetrum ;17;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;0;100;0;S;7;6;2;1;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Equisetum arvense;Equisetum;3;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;14,71;63,77;21,53;S/CSR;7;6;6;6;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Eriophorum vaginatum;Eriophorum;19;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Myrica gale;Myrica;19;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;8;82,79;9,21;S;8;9;3;2;0;V;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;2;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;;;;;6;5;2;2;0;B;589634,0559;7198645,271
Ytre_vikna;3;1;18.07.2024;0;0;0;Rhytidiadelphus loreus;Rhytidiadelphus;1;0,92;126,38;346,73;382,43;421,91;541,46;74,38;74,38;0;2012;NOL;;;;;5;6;2;2;0;B;589634,0559;7198645,271
Ytre_vikna;3;2;20.07.2024;0;15;0;Calluna vulgaris ;Calluna;6;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Carex panicea;Carex;1;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Cetraria islandica;Cetraria;4;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL ;;;;;;;;;;L;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Cladonia sp.;Cladonia;8;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL ;;;;;;;;;;L;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Hieracium sp ;Hieracium;5;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;;;;;;;;;;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Lysimachia europaea;Lysimachia;2;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;10,73;33,72;55,54;R/CSR;5;6;3;3;0;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Molinia caerulea;Molinia;6;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;15,69;65,27;19,04;S/SR;7;8;3;2;0;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Potentilla erecta ;Potentilla;1;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Racomitrium lanuginosum;Racomitrium;15;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;;;;;7;4;2;1;0;B;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Rock lichen;Rock lichen;8;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;;;;;;;;;;;L;590101,0853;7199464,622
Ytre_vikna;3;2;20.07.2024;0;15;0;Trichophorum cespitosum;Trichophorum;3;7,64;129,29;221,63;292,22;408,58;430,14;134,8;133,91;0,9;2012;NOL;1,19;98,81;0;S;8;8;2;1;0;V;590101,0853;7199464,622
Ytre_vikna;3;3;21.07.2024;0;0;20;Agrostis canina;Agrostis;2;8,6;148,83;215,64;401,42;478,41;511,7;97,63;100,68;-3,05;2012;NOL;4,46;41,75;53,79;SR;7;7;3;3;0;V;589850,8883;7198973,97
Ytre_vikna;3;3;21.07.2024;0;0;20;Agrostis stolonifera;Agrostis;3;8,6;148,83;215,64;401,42;478,41;511,7;97,63;100,68;-3,05;2012;NOL;11,4;46,71;41,89;SR/CSR;7;6;7;6;1;V;589850,8883;7198973,97
Ytre_vikna;3;3;21.07.2024;0;0;20;Avenella flexuosa;Avenella;20;8,6;148,83;215,64;401,42;478,41;511,7;97,63;100,68;-3,05;2012;NOL;1,66;68,15;30,18;S/SR;6;5;2;3;0;V;589850,8883;7198973,97
Ytre_vikna;3;3;21.07.2024;0;0;20;Betula pubescens;Betula;18;8,6;148,83;215,64;401,42;478,41;511,7;97,63;100,68;-3,05;2012;NOL;;;;;7;7;4;4;0;V;589850,8883;7198973,97
